
"KBZPay: ဆုငွေ: 2500000Ks, ပို့သူ: +959962239913,(Atom Promo); မှ ကြယ်ပွင့်ကံစမ်းမဲ ကံစမ်းမဲဆုငွေTID: 2543195012. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959962239913)"
"""CBPay: ဆုငွေ: 1000000Ks, TID:5667573585. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959962239913."""
"""AYA Pay: ဆုငွေ: 1000000Ks, TID:1441098824. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ ကြယ်ပွင့်ကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959571713845."""
ATOM: Amt: 2000000 Ks; TID:4984482087 Give Trx Id and I'm SECRETCODE?MPT Star ၏ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ တွင်ကံစမ်းမဲ 2000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
Ooredoo: Amt: 300000 Ks; TID:9739934165 Give Trx Id and I'm SECRETCODE?Atom Lucky Draw ၏ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ တွင်ကံစမ်းမဲ 300000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"""AYA Pay: ဆုငွေ: 800000Ks, TID:3096458892. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959413543522."""
"""Ooredoo: ဆုငွေ: 900000Ks, TID:2772422336. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959873978023."""
"""CBPay: ဆုငွေ: 2500000Ks, TID:6692741632. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959474645900."""
"""MPT: ဆုငွေ: 1200000Ks, TID:7534438291. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959520082915."""
KBZPay: Amt: 1200000 Ks; TID:6987611426 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် တွင်ကံစမ်းမဲ 1200000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"KBZPay: ဆုငွေ: 1000000Ks, ပို့သူ: +959907342580,(Atom Lucky Draw); မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ ကံစမ်းမဲဆုငွေTID: 9066664071. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959907342580)"
"AYA Pay: ဆုငွေ: 1500000Ks, ပို့သူ: +959770525816,(Atom Promo); မှ နှစ်သစ်အထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 7247651887. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959770525816)"
CBPay: Amt: 1500000 Ks; TID:3485918090 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် တွင်ကံစမ်းမဲ 1500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"CBPay: ဆုငွေ: 700000Ks, ပို့သူ: +959831162455,(Atom Star); မှ ဇန်နဝါရီအထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 1584841297. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959831162455)"
"""WaveMoney: ဆုငွေ: 1500000Ks, TID:9066664071. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ ၁၀ နှစ်ပြည့် အထိမ်းအမှတ် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959958184133."""
Ooredoo: Amt: 1000000 Ks; TID:5090607771 Give Trx Id and I'm SECRETCODE?Atom Lucky Draw ၏ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 1000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
CBPay: Amt: 2000000 Ks; TID:7146193446 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ ကြယ်ပွင့်ကံစမ်းမဲ တွင်ကံစမ်းမဲ 2000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
"""MPT: ဆုငွေ: 300000Ks, TID:5897539133. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959944142181."""
"""KBZPay: ဆုငွေ: 800000Ks, TID:3366025834. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959897164330."""
CBPay: Amt: 300000 Ks; TID:6143556666 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ ဆောင်းဦးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 300000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
AYA Pay: Amt: 700000 Ks; TID:4199642169 Give Trx Id and I'm SECRETCODE?Atom Lucky Draw ၏ ဇန်နဝါရီအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 700000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
Ooredoo: Amt: 1500000 Ks; TID:3366025834 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ သီတင်းကျွတ်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 1500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
"""KBZPay: ဆုငွေ: 1200000Ks, TID:6697199508. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959551844579."""
AYA Pay: Amt: 500000 Ks; TID:5914650863 Give Trx Id and I'm SECRETCODE?Ooredoo Special ၏ ဇန်နဝါရီအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
Ooredoo: Amt: 500000 Ks; TID:6023578056 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/MPT10thLuckSms မှ စတားခံစားခွင့်များကိုရယူပါ။
"""MPT: ဆုငွေ: 2500000Ks, TID:5128821330. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959624677437."""
"""WaveMoney: ဆုငွေ: 900000Ks, TID:1584841297. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959473237374."""
"""CBPay: ဆုငွေ: 1500000Ks, TID:4589308813. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Lucky Draw) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959998428618."""
"""MPT: ဆုငွေ: 300000Ks, TID:8300915123. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959974978466."""
"""MPT: ဆုငွေ: 2000000Ks, TID:6023578056. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959971552098."""
AYA Pay: Amt: 900000 Ks; TID:6427593983 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 900000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""MPT: ဆုငွေ: 700000Ks, TID:6769096397. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959761551037."""
AYA Pay: Amt: 700000 Ks; TID:5070560012 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ နှစ်သစ်အထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 700000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"""WaveMoney: ဆုငွေ: 2500000Ks, TID:4995946418. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ ဒီဇင်ဘာအထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959737737954."""
"""Ooredoo: ဆုငွေ: 2500000Ks, TID:1750946053. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959631263405."""
WaveMoney: Amt: 2000000 Ks; TID:7947222026 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ ကြယ်ပွင့်ကံစမ်းမဲ တွင်ကံစမ်းမဲ 2000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""AYA Pay: ဆုငွေ: 700000Ks, TID:1854549919. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ နှစ်သစ်အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959704481214."""
Ooredoo: Amt: 2000000 Ks; TID:6143556666 Give Trx Id and I'm SECRETCODE?MPT 4U ၏ သီတင်းကျွတ်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 2000000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/AYAGift မှ စတားခံစားခွင့်များကိုရယူပါ။
"WaveMoney: ဆုငွေ: 2500000Ks, ပို့သူ: +959827358829,(MPT Star); မှ ကြယ်ပွင့်ကံစမ်းမဲ ကံစမ်းမဲဆုငွေTID: 9258737712. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959827358829)"
"""KBZPay: ဆုငွေ: 900000Ks, TID:4115593959. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Star) မှ အထူးခံစားခွင့် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959588535402."""
"""ATOM: ဆုငွေ: 2000000Ks, TID:5827494436. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ အထူးခံစားခွင့် မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959611264530."""
MPT: Amt: 500000 Ks; TID:5827494436 Give Trx Id and I'm SECRETCODE?Atom Star ၏ နွေရာသီလက်ဆောင်ပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 500000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"MPT: ဆုငွေ: 300000Ks, ပို့သူ: +959517805691,(MPT Star); မှ Lucky အစီအစဉ်ဖုန်းဘေလ်အထူးကံစမ်းမဲ ကံစမ်းမဲဆုငွေTID: 5949630615. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959517805691)"
KBZPay: Amt: 900000 Ks; TID:4199642169 Give Trx Id and I'm SECRETCODE?Atom Promo ၏ ဇန်နဝါရီအထူးပရိုမိုးရှင်း တွင်ကံစမ်းမဲ 900000 ပေါက်ရှိထားပါသဖြင့်ဆုငွေထုတ်ယူရန်ဖုန်းခေါ်ဆိုပေးပါ။ https://bit.ly/DLMP4U မှ စတားခံစားခွင့်များကိုရယူပါ။
"""Ooredoo: ဆုငွေ: 2000000Ks, TID:8282464559. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ သီတင်းကျွတ်ပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959970972980."""
"CBPay: ဆုငွေ: 300000Ks, ပို့သူ: +959811347569,(Atom Promo); မှ အထူးပရိုမိုးရှင်း ကံစမ်းမဲဆုငွေTID: 8834291221. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959811347569)"
"Ooredoo: ဆုငွေ: 800000Ks, ပို့သူ: +959655383872,(Ooredoo Special); မှ နှစ်ပတ်လည်ကံစမ်းမဲအစီအစဉ် ကံစမ်းမဲဆုငွေTID: 4589308813. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959655383872)"
"""CBPay: ဆုငွေ: 800000Ks, TID:8845012179. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT Star) မှ ကြယ်ပွင့်ကံစမ်းမဲ မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/AYAGift (wave payသို့ဆက်သွယ်ပါ) +959595778488."""
"""MPT: ဆုငွေ: 1500000Ks, TID:3846441680. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Ooredoo Special) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/DLMP4U (wave payသို့ဆက်သွယ်ပါ) +959743612174."""
"""KBZPay: ဆုငွေ: 2500000Ks, TID:9353039542. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(MPT 4U) မှ အထူးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959959967372."""
"""AYA Pay: ဆုငွေ: 900000Ks, TID:6425637265. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ မင်္ဂလာပါခင်ဗျာ!(Atom Promo) မှ ဆောင်းဦးပရိုမိုးရှင်း မှာ (လူကြီးမင်း၏ဆင်းကဒ်တွင်ငွေသား ဆုပေါက်ရှိထားပါသည်” (အသေးစိတ်သိရှိလိုပါက) https://bit.ly/MPT10thLuckSms (wave payသို့ဆက်သွယ်ပါ) +959427029381."""
"WaveMoney: ဆုငွေ: 1200000Ks, ပို့သူ: +959604309109,(Atom Star); မှ ကြယ်ပွင့်ကံစမ်းမဲ ကံစမ်းမဲဆုငွေTID: 3146548023. လျှို့ဝှက်နံပါတ်ဖြင့်ထုတ်ပါ။ အသေးစိတ်ဆက်သွယ်ရန်(+959604309109)"
